a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,opinion,o
1,1,1,1,1,0,1,1,1,0,6,0.3333333333333333
1,0,1,0,0,1,1,1,1,0,4,0.0
0,1,1,1,1,0,1,1,1,0,6,0.3333333333333333
1,1,0,0,0,1,1,1,1,0,4,0.0
1,1,1,0,0,1,1,1,1,0,4,0.0
0,1,1,0,1,0,1,1,1,0,5,0.16666666666666666
0,1,1,0,0,1,1,1,1,0,4,0.0
0,0,0,1,0,1,1,1,1,0,2,-0.3333333333333333
0,1,0,1,0,1,1,1,1,0,4,0.0
1,1,0,1,0,1,1,1,1,0,4,0.0
0,1,1,1,0,1,1,1,1,0,4,0.0
1,0,0,1,0,1,1,1,1,0,4,0.0
1,0,1,1,0,1,1,1,1,0,4,0.0
1,1,1,1,0,1,1,1,1,0,5,0.16666666666666666
0,0,0,0,1,1,1,1,1,0,2,-0.3333333333333333
1,0,0,0,1,1,1,1,1,0,4,0.0
0,0,1,0,1,1,1,1,1,0,4,0.0
0,1,0,0,1,1,1,1,1,0,4,0.0
1,0,1,0,1,1,1,1,1,0,4,0.0
1,1,0,0,1,1,1,1,1,0,4,0.0
0,1,1,0,1,1,1,1,1,0,4,0.0
0,0,1,1,0,1,1,1,1,0,4,0.0
1,0,0,0,0,1,1,1,1,0,2,-0.3333333333333333
1,1,1,0,1,1,1,1,1,0,5,0.16666666666666666
1,0,0,1,1,1,1,1,1,0,4,0.0
0,0,0,1,1,1,1,1,1,0,4,0.0
0,0,1,1,1,1,1,1,1,0,4,0.0
1,1,0,1,1,1,1,1,1,0,4,0.0
0,1,0,0,0,1,1,1,1,0,2,-0.3333333333333333
0,1,1,1,1,1,1,1,1,0,5,0.16666666666666666
0,0,0,0,0,0,0,0,0,1,1,-0.5
0,1,0,1,1,1,1,1,1,0,4,0.0
1,1,1,1,1,1,1,1,1,0,6,0.3333333333333333
1,1,0,0,0,0,0,0,0,1,6,0.3333333333333333
1,0,0,0,0,0,0,0,0,1,4,0.0
0,1,1,0,0,0,0,0,0,1,6,0.3333333333333333
1,1,1,0,0,0,0,0,0,1,6,0.3333333333333333
0,1,0,1,0,0,0,0,0,1,6,0.3333333333333333
1,0,0,1,0,0,0,0,0,1,6,0.3333333333333333
1,0,1,0,0,0,0,0,0,1,6,0.3333333333333333
0,0,1,1,0,0,0,0,0,1,5,0.16666666666666666
0,1,0,0,0,0,0,0,0,1,4,0.0
0,1,1,1,0,0,0,0,0,1,6,0.3333333333333333
1,1,0,1,0,0,0,0,0,1,6,0.3333333333333333
0,1,0,0,1,0,0,0,0,1,6,0.3333333333333333
1,1,1,1,0,0,0,0,0,1,6,0.3333333333333333
0,0,0,1,0,0,0,0,0,1,4,0.0
1,1,0,0,1,0,0,0,0,1,6,0.3333333333333333
0,1,1,0,1,0,0,0,0,1,6,0.3333333333333333
1,0,0,0,1,0,0,0,0,1,6,0.3333333333333333
1,0,1,1,1,1,1,1,1,0,4,0.0
0,0,0,0,1,0,0,0,0,1,4,0.0
1,0,1,1,0,0,0,0,0,1,6,0.3333333333333333
0,0,0,1,1,0,0,0,0,1,6,0.3333333333333333
1,0,0,1,1,0,0,0,0,1,6,0.3333333333333333
0,1,0,1,1,0,0,0,0,1,6,0.3333333333333333
0,0,1,0,0,0,0,0,0,1,4,0.0
1,1,0,1,1,0,0,0,0,1,6,0.3333333333333333
0,0,1,0,1,0,0,0,0,1,6,0.3333333333333333
1,0,1,1,1,0,0,0,0,1,6,0.3333333333333333
1,0,1,0,1,0,0,0,0,1,6,0.3333333333333333
1,1,1,0,1,0,0,0,0,1,6,0.3333333333333333
0,1,1,1,1,0,0,0,0,1,6,0.3333333333333333
1,0,0,0,0,1,0,0,0,1,4,0.0
1,1,1,1,1,0,0,0,0,1,6,0.3333333333333333
1,1,0,0,0,1,0,0,0,1,5,0.16666666666666666
0,1,0,0,0,1,0,0,0,1,4,0.0
0,0,1,0,0,1,0,0,0,1,4,0.0
1,0,1,0,0,1,0,0,0,1,5,0.16666666666666666
0,0,0,1,0,1,0,0,0,1,4,0.0
1,0,0,1,0,1,0,0,0,1,4,0.0
0,1,0,1,0,1,0,0,0,1,4,0.0
0,0,0,0,0,1,0,0,0,1,1,-0.5
1,1,0,1,0,1,0,0,0,1,6,0.3333333333333333
1,0,1,1,0,1,0,0,0,1,6,0.3333333333333333
0,0,1,1,0,1,0,0,0,1,4,0.0
1,1,1,0,0,1,0,0,0,1,6,0.3333333333333333
0,1,1,1,0,1,0,0,0,1,5,0.16666666666666666
1,0,0,0,1,1,0,0,0,1,5,0.16666666666666666
1,1,0,0,1,1,0,0,0,1,6,0.3333333333333333
1,1,1,1,0,1,0,0,0,1,6,0.3333333333333333
0,0,1,0,1,1,0,0,0,1,5,0.16666666666666666
0,0,1,1,1,0,0,0,0,1,6,0.3333333333333333
1,1,1,0,1,1,0,0,0,1,6,0.3333333333333333
1,0,1,0,1,1,0,0,0,1,6,0.3333333333333333
0,1,1,0,1,1,0,0,0,1,6,0.3333333333333333
0,0,0,1,1,1,0,0,0,1,4,0.0
1,0,0,1,1,1,0,0,0,1,5,0.16666666666666666
0,1,0,0,1,1,0,0,0,1,5,0.16666666666666666
0,0,1,1,1,1,0,0,0,1,6,0.3333333333333333
1,1,0,1,1,1,0,0,0,1,5,0.16666666666666666
1,0,1,1,1,1,0,0,0,1,6,0.3333333333333333
0,1,1,1,1,1,0,0,0,1,6,0.3333333333333333
0,1,0,1,1,1,0,0,0,1,6,0.3333333333333333
1,1,1,1,1,1,0,0,0,1,6,0.3333333333333333
0,0,0,0,0,0,1,0,0,1,1,-0.5
1,0,0,0,0,0,1,0,0,1,4,0.0
1,1,0,0,0,0,1,0,0,1,5,0.16666666666666666
1,0,1,0,0,0,1,0,0,1,5,0.16666666666666666
0,0,0,1,0,0,1,0,0,1,4,0.0
0,0,1,0,0,0,1,0,0,1,4,0.0
0,1,0,0,0,0,1,0,0,1,4,0.0
0,0,0,0,1,1,0,0,0,1,4,0.0
0,1,1,0,0,0,1,0,0,1,5,0.16666666666666666
0,1,1,0,0,1,0,0,0,1,5,0.16666666666666666
1,0,1,1,0,0,1,0,0,1,5,0.16666666666666666
1,1,0,1,0,0,1,0,0,1,6,0.3333333333333333
0,1,1,1,0,0,1,0,0,1,6,0.3333333333333333
0,0,1,1,0,0,1,0,0,1,4,0.0
1,1,1,0,0,0,1,0,0,1,6,0.3333333333333333
1,1,1,1,0,0,1,0,0,1,6,0.3333333333333333
1,0,0,0,1,0,1,0,0,1,5,0.16666666666666666
0,0,0,0,1,0,1,0,0,1,4,0.0
1,0,1,0,1,0,1,0,0,1,6,0.3333333333333333
0,0,1,0,1,0,1,0,0,1,5,0.16666666666666666
0,1,0,1,0,0,1,0,0,1,5,0.16666666666666666
1,1,0,0,1,0,1,0,0,1,6,0.3333333333333333
0,1,1,0,1,0,1,0,0,1,6,0.3333333333333333
0,1,0,1,1,0,1,0,0,1,6,0.3333333333333333
0,1,0,0,1,0,1,0,0,1,5,0.16666666666666666
1,0,0,1,1,0,1,0,0,1,6,0.3333333333333333
0,0,0,1,1,0,1,0,0,1,4,0.0
0,0,1,1,1,0,1,0,0,1,6,0.3333333333333333
1,0,1,1,1,0,1,0,0,1,6,0.3333333333333333
1,0,0,1,0,0,1,0,0,1,4,0.0
1,0,0,0,0,1,1,0,0,1,3,-0.16666666666666666
0,1,1,1,1,0,1,0,0,1,6,0.3333333333333333
0,0,0,0,0,1,1,0,0,1,1,-0.5
1,1,1,1,1,0,1,0,0,1,6,0.3333333333333333
0,0,1,0,0,1,1,0,0,1,2,-0.3333333333333333
1,1,0,1,1,0,1,0,0,1,6,0.3333333333333333
1,0,1,0,0,1,1,0,0,1,4,0.0
1,1,0,0,0,1,1,0,0,1,4,0.0
1,0,0,1,0,1,1,0,0,1,4,0.0
1,1,1,0,0,1,1,0,0,1,5,0.16666666666666666
0,1,0,1,0,1,1,0,0,1,4,0.0
1,0,1,1,0,1,1,0,0,1,5,0.16666666666666666
0,1,1,1,0,1,1,0,0,1,5,0.16666666666666666
0,0,1,1,0,1,1,0,0,1,4,0.0
1,1,0,1,0,1,1,0,0,1,5,0.16666666666666666
1,1,1,0,1,0,1,0,0,1,6,0.3333333333333333
1,0,0,0,1,1,1,0,0,1,4,0.0
1,1,1,1,0,1,1,0,0,1,6,0.3333333333333333
0,1,0,0,1,1,1,0,0,1,4,0.0
0,0,1,0,1,1,1,0,0,1,4,0.0
0,1,1,0,1,1,1,0,0,1,5,0.16666666666666666
0,0,0,0,1,1,1,0,0,1,2,-0.3333333333333333
0,0,0,1,1,1,1,0,0,1,4,0.0
1,0,1,0,1,1,1,0,0,1,5,0.16666666666666666
1,1,1,0,1,1,1,0,0,1,6,0.3333333333333333
1,0,0,1,1,1,1,0,0,1,4,0.0
1,1,0,1,1,1,1,0,0,1,5,0.16666666666666666
0,1,1,0,0,1,1,0,0,1,4,0.0
0,0,1,1,1,1,1,0,0,1,5,0.16666666666666666
0,1,0,1,1,1,1,0,0,1,5,0.16666666666666666
0,1,1,1,1,1,1,0,0,1,6,0.3333333333333333
1,0,1,1,1,1,1,0,0,1,5,0.16666666666666666
0,0,0,0,0,0,0,1,0,1,1,-0.5
0,1,0,0,0,0,0,1,0,1,4,0.0
1,1,1,1,1,1,1,0,0,1,6,0.3333333333333333
0,0,1,0,0,0,0,1,0,1,4,0.0
1,0,0,0,0,0,0,1,0,1,4,0.0
1,1,0,0,0,0,0,1,0,1,5,0.16666666666666666
1,0,1,0,0,0,0,1,0,1,5,0.16666666666666666
0,1,1,0,0,0,0,1,0,1,5,0.16666666666666666
0,0,0,1,0,0,0,1,0,1,4,0.0
1,1,1,0,0,0,0,1,0,1,6,0.3333333333333333
1,0,1,1,0,0,0,1,0,1,5,0.16666666666666666
0,1,0,1,0,0,0,1,0,1,5,0.16666666666666666
0,1,1,1,0,0,0,1,0,1,6,0.3333333333333333
0,0,1,1,0,0,0,1,0,1,5,0.16666666666666666
1,1,0,1,0,0,0,1,0,1,6,0.3333333333333333
1,1,1,1,0,0,0,1,0,1,6,0.3333333333333333
1,0,0,0,1,0,0,1,0,1,4,0.0
0,0,0,1,0,1,1,0,0,1,2,-0.3333333333333333
0,1,0,0,1,0,0,1,0,1,6,0.3333333333333333
0,0,0,0,1,0,0,1,0,1,4,0.0
0,0,1,0,1,0,0,1,0,1,5,0.16666666666666666
1,1,0,0,1,0,0,1,0,1,6,0.3333333333333333
1,0,1,0,1,0,0,1,0,1,6,0.3333333333333333
0,1,1,0,1,0,0,1,0,1,6,0.3333333333333333
0,1,0,0,0,1,1,0,0,1,2,-0.3333333333333333
0,1,0,1,1,0,0,1,0,1,6,0.3333333333333333
1,1,1,0,1,0,0,1,0,1,6,0.3333333333333333
0,0,1,1,1,0,0,1,0,1,6,0.3333333333333333
0,0,0,1,1,0,0,1,0,1,4,0.0
1,1,0,1,1,0,0,1,0,1,6,0.3333333333333333
1,0,1,1,1,0,0,1,0,1,6,0.3333333333333333
1,0,0,1,1,0,0,1,0,1,5,0.16666666666666666
1,0,0,0,0,1,0,1,0,1,3,-0.16666666666666666
1,0,0,1,0,0,0,1,0,1,5,0.16666666666666666
0,1,0,0,0,1,0,1,0,1,4,0.0
1,0,1,0,0,1,0,1,0,1,4,0.0
0,1,1,1,1,0,0,1,0,1,6,0.3333333333333333
0,1,1,0,0,1,0,1,0,1,4,0.0
0,0,1,0,0,1,0,1,0,1,3,-0.16666666666666666
0,0,0,0,0,1,0,1,0,1,1,-0.5
1,1,1,0,0,1,0,1,0,1,4,0.0
1,0,0,1,0,1,0,1,0,1,4,0.0
1,1,1,1,1,0,0,1,0,1,6,0.3333333333333333
0,0,1,1,0,1,0,1,0,1,4,0.0
0,1,0,1,0,1,0,1,0,1,4,0.0
1,1,0,0,0,1,0,1,0,1,4,0.0
1,1,0,1,0,1,0,1,0,1,4,0.0
1,0,1,1,0,1,0,1,0,1,4,0.0
1,1,0,0,1,1,1,0,0,1,5,0.16666666666666666
0,1,1,1,0,1,0,1,0,1,4,0.0
0,0,0,1,0,1,0,1,0,1,3,-0.16666666666666666
1,1,1,1,0,1,0,1,0,1,6,0.3333333333333333
0,0,0,0,1,1,0,1,0,1,3,-0.16666666666666666
1,1,0,0,1,1,0,1,0,1,5,0.16666666666666666
0,1,0,0,1,1,0,1,0,1,4,0.0
1,0,0,0,1,1,0,1,0,1,4,0.0
0,0,1,0,1,1,0,1,0,1,4,0.0
0,1,1,0,1,1,0,1,0,1,4,0.0
1,0,1,0,1,1,0,1,0,1,5,0.16666666666666666
1,1,1,0,1,1,0,1,0,1,6,0.3333333333333333
1,1,0,1,1,1,0,1,0,1,5,0.16666666666666666
1,0,0,1,1,1,0,1,0,1,4,0.0
1,0,1,1,1,1,0,1,0,1,5,0.16666666666666666
1,1,1,1,1,1,0,1,0,1,6,0.3333333333333333
0,1,1,1,1,1,0,1,0,1,6,0.3333333333333333
0,0,0,0,0,0,1,1,0,1,1,-0.5
0,1,0,0,0,0,1,1,0,1,4,0.0
0,1,0,1,1,1,0,1,0,1,5,0.16666666666666666
0,1,1,0,0,0,1,1,0,1,5,0.16666666666666666
1,0,1,0,0,0,1,1,0,1,4,0.0
1,1,0,0,0,0,1,1,0,1,4,0.0
0,0,0,1,1,1,0,1,0,1,4,0.0
0,0,0,1,0,0,1,1,0,1,2,-0.3333333333333333
1,0,0,1,0,0,1,1,0,1,4,0.0
1,0,0,0,0,0,1,1,0,1,3,-0.16666666666666666
1,1,1,0,0,0,1,1,0,1,6,0.3333333333333333
0,1,0,1,0,0,1,1,0,1,4,0.0
1,1,0,1,0,0,1,1,0,1,5,0.16666666666666666
0,0,1,0,0,0,1,1,0,1,3,-0.16666666666666666
0,1,1,1,0,0,1,1,0,1,5,0.16666666666666666
1,0,1,1,0,0,1,1,0,1,4,0.0
0,0,1,1,0,0,1,1,0,1,4,0.0
1,1,1,1,0,0,1,1,0,1,6,0.3333333333333333
0,0,1,0,1,0,1,1,0,1,4,0.0
0,1,0,0,1,0,1,1,0,1,5,0.16666666666666666
1,0,1,0,1,0,1,1,0,1,5,0.16666666666666666
1,1,0,0,1,0,1,1,0,1,5,0.16666666666666666
1,1,1,0,1,0,1,1,0,1,6,0.3333333333333333
0,1,1,0,1,0,1,1,0,1,5,0.16666666666666666
0,0,0,0,1,0,1,1,0,1,2,-0.3333333333333333
1,0,0,1,1,0,1,1,0,1,5,0.16666666666666666
0,0,1,1,1,0,1,1,0,1,5,0.16666666666666666
0,0,0,1,1,0,1,1,0,1,4,0.0
0,1,0,1,1,0,1,1,0,1,5,0.16666666666666666
1,1,0,1,1,0,1,1,0,1,6,0.3333333333333333
1,1,1,1,1,0,1,1,0,1,6,0.3333333333333333
0,0,0,0,0,1,1,1,0,1,1,-0.5
0,0,1,1,1,1,0,1,0,1,5,0.16666666666666666
1,0,0,0,0,1,1,1,0,1,2,-0.3333333333333333
0,0,1,0,0,1,1,1,0,1,2,-0.3333333333333333
1,0,1,0,0,1,1,1,0,1,4,0.0
1,1,0,0,0,1,1,1,0,1,4,0.0
0,1,1,1,1,0,1,1,0,1,6,0.3333333333333333
1,0,1,1,1,0,1,1,0,1,5,0.16666666666666666
1,1,1,0,0,1,1,1,0,1,4,0.0
0,1,0,0,0,1,1,1,0,1,3,-0.16666666666666666
1,0,0,0,1,0,1,1,0,1,4,0.0
0,1,1,0,0,1,1,1,0,1,4,0.0
0,1,0,1,0,1,1,1,0,1,4,0.0
0,0,0,1,0,1,1,1,0,1,2,-0.3333333333333333
1,1,0,1,0,1,1,1,0,1,4,0.0
1,0,1,1,0,1,1,1,0,1,4,0.0
0,0,1,1,0,1,1,1,0,1,4,0.0
0,1,1,1,0,1,1,1,0,1,4,0.0
1,1,1,1,0,1,1,1,0,1,5,0.16666666666666666
0,0,0,0,1,1,1,1,0,1,2,-0.3333333333333333
0,1,0,0,1,1,1,1,0,1,4,0.0
1,1,0,0,1,1,1,1,0,1,4,0.0
0,1,1,0,1,1,1,1,0,1,4,0.0
0,0,1,0,1,1,1,1,0,1,4,0.0
1,0,1,0,1,1,1,1,0,1,4,0.0
1,0,0,0,1,1,1,1,0,1,4,0.0
1,1,1,0,1,1,1,1,0,1,5,0.16666666666666666
1,0,0,1,1,1,1,1,0,1,4,0.0
0,1,0,1,1,1,1,1,0,1,4,0.0
0,0,1,1,1,1,1,1,0,1,4,0.0
1,1,1,1,1,1,1,1,0,1,6,0.3333333333333333
1,1,0,1,1,1,1,1,0,1,4,0.0
1,0,1,1,1,1,1,1,0,1,4,0.0
1,0,0,1,0,1,1,1,0,1,4,0.0
0,0,0,0,0,0,0,0,1,1,1,-0.5
1,0,0,0,0,0,0,0,1,1,4,0.0
0,1,0,0,0,0,0,0,1,1,4,0.0
0,0,1,0,0,0,0,0,1,1,4,0.0
0,0,0,1,1,1,1,1,0,1,4,0.0
1,1,0,0,0,0,0,0,1,1,5,0.16666666666666666
0,0,0,1,0,0,0,0,1,1,4,0.0
0,1,1,0,0,0,0,0,1,1,6,0.3333333333333333
1,1,1,0,0,0,0,0,1,1,6,0.3333333333333333
0,1,0,1,0,0,0,0,1,1,5,0.16666666666666666
1,0,0,1,0,0,0,0,1,1,5,0.16666666666666666
0,0,1,1,0,0,0,0,1,1,5,0.16666666666666666
1,1,0,1,0,0,0,0,1,1,6,0.3333333333333333
1,0,1,1,0,0,0,0,1,1,6,0.3333333333333333
0,1,1,1,0,0,0,0,1,1,6,0.3333333333333333
1,1,1,1,0,0,0,0,1,1,6,0.3333333333333333
0,1,0,0,1,0,0,0,1,1,5,0.16666666666666666
1,0,0,0,1,0,0,0,1,1,5,0.16666666666666666
1,0,1,0,1,0,0,0,1,1,6,0.3333333333333333
1,1,0,0,1,0,0,0,1,1,5,0.16666666666666666
0,0,1,0,1,0,0,0,1,1,5,0.16666666666666666
0,1,1,0,1,0,0,0,1,1,6,0.3333333333333333
1,0,0,1,1,0,0,0,1,1,5,0.16666666666666666
0,1,1,1,1,1,1,1,0,1,5,0.16666666666666666
1,0,1,0,0,0,0,0,1,1,5,0.16666666666666666
1,1,0,1,1,0,0,0,1,1,6,0.3333333333333333
0,0,0,1,1,0,0,0,1,1,4,0.0
0,1,1,1,1,0,0,0,1,1,6,0.3333333333333333
0,0,0,0,0,1,0,0,1,1,1,-0.5
1,0,0,0,0,1,0,0,1,1,3,-0.16666666666666666
1,1,1,1,1,0,0,0,1,1,6,0.3333333333333333
0,1,1,0,0,1,0,0,1,1,4,0.0
1,1,0,0,0,1,0,0,1,1,4,0.0
1,0,1,0,0,1,0,0,1,1,4,0.0
0,0,0,1,0,1,0,0,1,1,2,-0.3333333333333333
0,1,0,0,0,1,0,0,1,1,3,-0.16666666666666666
0,1,0,1,0,1,0,0,1,1,4,0.0
0,0,0,0,1,0,0,0,1,1,3,-0.16666666666666666
0,0,1,0,0,1,0,0,1,1,4,0.0
1,1,1,0,0,1,0,0,1,1,5,0.16666666666666666
1,1,0,1,0,1,0,0,1,1,4,0.0
0,0,1,1,0,1,0,0,1,1,4,0.0
1,1,1,0,1,0,0,0,1,1,6,0.3333333333333333
1,0,1,1,0,1,0,0,1,1,5,0.16666666666666666
0,1,0,1,1,0,0,0,1,1,5,0.16666666666666666
0,0,1,1,1,0,0,0,1,1,6,0.3333333333333333
1,1,1,1,0,1,0,0,1,1,6,0.3333333333333333
1,1,0,0,1,1,0,0,1,1,5,0.16666666666666666
0,1,0,0,1,1,0,0,1,1,4,0.0
1,0,1,0,1,1,0,0,1,1,5,0.16666666666666666
0,0,1,0,1,1,0,0,1,1,4,0.0
0,1,1,1,0,1,0,0,1,1,5,0.16666666666666666
1,0,0,0,1,1,0,0,1,1,4,0.0
1,1,1,0,1,1,0,0,1,1,6,0.3333333333333333
1,0,0,1,0,1,0,0,1,1,4,0.0
1,0,1,1,1,0,0,0,1,1,6,0.3333333333333333
1,0,0,1,1,1,0,0,1,1,4,0.0
0,0,0,1,1,1,0,0,1,1,4,0.0
1,1,1,1,1,1,0,0,1,1,6,0.3333333333333333
0,1,0,1,1,1,0,0,1,1,5,0.16666666666666666
1,1,0,1,1,1,0,0,1,1,5,0.16666666666666666
0,0,0,0,0,0,1,0,1,1,1,-0.5
0,0,1,1,1,1,0,0,1,1,5,0.16666666666666666
0,1,1,1,1,1,0,0,1,1,6,0.3333333333333333
1,0,1,1,1,1,0,0,1,1,5,0.16666666666666666
1,0,0,0,0,0,1,0,1,1,4,0.0
1,1,0,0,0,0,1,0,1,1,4,0.0
0,1,0,0,0,0,1,0,1,1,3,-0.16666666666666666
1,0,0,1,0,0,1,0,1,1,4,0.0
1,1,1,0,0,0,1,0,1,1,5,0.16666666666666666
0,1,1,0,0,0,1,0,1,1,4,0.0
0,0,0,1,0,0,1,0,1,1,2,-0.3333333333333333
1,0,1,0,0,0,1,0,1,1,4,0.0
0,0,1,0,0,0,1,0,1,1,4,0.0
0,0,0,0,1,1,0,0,1,1,3,-0.16666666666666666
1,0,1,1,0,0,1,0,1,1,5,0.16666666666666666
0,0,1,1,0,0,1,0,1,1,4,0.0
0,1,0,1,0,0,1,0,1,1,4,0.0
0,1,1,1,0,0,1,0,1,1,5,0.16666666666666666
0,0,0,0,1,0,1,0,1,1,3,-0.16666666666666666
1,1,0,1,0,0,1,0,1,1,5,0.16666666666666666
1,0,0,0,1,0,1,0,1,1,4,0.0
0,1,1,0,1,1,0,0,1,1,5,0.16666666666666666
1,1,1,1,0,0,1,0,1,1,6,0.3333333333333333
0,0,1,0,1,0,1,0,1,1,4,0.0
1,0,1,0,1,0,1,0,1,1,5,0.16666666666666666
0,1,0,0,1,0,1,0,1,1,4,0.0
1,1,1,0,1,0,1,0,1,1,6,0.3333333333333333
1,1,0,0,1,0,1,0,1,1,5,0.16666666666666666
0,1,1,0,1,0,1,0,1,1,6,0.3333333333333333
1,0,0,1,1,0,1,0,1,1,4,0.0
0,0,0,1,1,0,1,0,1,1,4,0.0
0,1,1,1,1,0,1,0,1,1,6,0.3333333333333333
1,0,1,1,1,0,1,0,1,1,6,0.3333333333333333
0,0,1,1,1,0,1,0,1,1,6,0.3333333333333333
0,1,0,1,1,0,1,0,1,1,5,0.16666666666666666
1,0,0,0,0,1,1,0,1,1,2,-0.3333333333333333
0,1,0,0,0,1,1,0,1,1,2,-0.3333333333333333
1,1,0,1,1,0,1,0,1,1,6,0.3333333333333333
1,1,0,0,0,1,1,0,1,1,4,0.0
0,0,1,0,0,1,1,0,1,1,2,-0.3333333333333333
1,1,1,1,1,0,1,0,1,1,6,0.3333333333333333
1,1,1,0,0,1,1,0,1,1,4,0.0
1,0,1,0,0,1,1,0,1,1,4,0.0
1,0,0,1,0,1,1,0,1,1,4,0.0
1,0,1,1,0,1,1,0,1,1,4,0.0
0,0,0,1,0,1,1,0,1,1,2,-0.3333333333333333
0,0,1,1,0,1,1,0,1,1,4,0.0
0,1,1,1,0,1,1,0,1,1,4,0.0
1,1,0,1,0,1,1,0,1,1,5,0.16666666666666666
0,1,0,1,0,1,1,0,1,1,4,0.0
1,1,1,1,0,1,1,0,1,1,5,0.16666666666666666
0,1,1,0,0,1,1,0,1,1,4,0.0
0,0,0,0,1,1,1,0,1,1,2,-0.3333333333333333
0,0,0,0,0,1,1,0,1,1,1,-0.5
0,0,1,0,1,1,1,0,1,1,4,0.0
1,1,0,0,1,1,1,0,1,1,5,0.16666666666666666
0,1,1,0,1,1,1,0,1,1,5,0.16666666666666666
1,0,1,0,1,1,1,0,1,1,4,0.0
1,0,0,1,1,1,1,0,1,1,4,0.0
0,0,0,1,1,1,1,0,1,1,4,0.0
0,1,0,0,1,1,1,0,1,1,4,0.0
0,1,0,1,1,1,1,0,1,1,4,0.0
1,1,0,1,1,1,1,0,1,1,5,0.16666666666666666
1,0,0,0,1,1,1,0,1,1,4,0.0
0,1,1,1,1,1,1,0,1,1,5,0.16666666666666666
1,1,1,0,1,1,1,0,1,1,5,0.16666666666666666
0,0,0,0,0,0,0,1,1,1,1,-0.5
1,1,1,1,1,1,1,0,1,1,6,0.3333333333333333
1,1,0,0,0,0,0,1,1,1,4,0.0
1,0,1,1,1,1,1,0,1,1,5,0.16666666666666666
1,1,1,0,0,0,0,1,1,1,4,0.0
0,1,0,0,0,0,0,1,1,1,2,-0.3333333333333333
1,0,0,0,0,0,0,1,1,1,3,-0.16666666666666666
0,1,1,0,0,0,0,1,1,1,5,0.16666666666666666
1,0,1,0,0,0,0,1,1,1,4,0.0
1,0,0,1,0,0,0,1,1,1,4,0.0
1,1,0,1,0,0,0,1,1,1,4,0.0
1,0,1,1,0,0,0,1,1,1,5,0.16666666666666666
0,0,1,1,0,0,0,1,1,1,4,0.0
1,1,1,1,0,0,0,1,1,1,6,0.3333333333333333
0,0,0,0,1,0,0,1,1,1,2,-0.3333333333333333
1,0,0,0,1,0,0,1,1,1,4,0.0
0,0,0,1,0,0,0,1,1,1,2,-0.3333333333333333
0,1,1,1,0,0,0,1,1,1,5,0.16666666666666666
0,1,0,0,1,0,0,1,1,1,5,0.16666666666666666
0,1,1,0,1,0,0,1,1,1,5,0.16666666666666666
0,0,1,0,1,0,0,1,1,1,4,0.0
1,0,1,0,1,0,0,1,1,1,5,0.16666666666666666
1,1,0,0,1,0,0,1,1,1,5,0.16666666666666666
0,0,1,1,1,1,1,0,1,1,4,0.0
0,0,1,0,0,0,0,1,1,1,3,-0.16666666666666666
1,1,1,0,1,0,0,1,1,1,6,0.3333333333333333
1,0,0,1,1,0,0,1,1,1,4,0.0
0,1,0,1,1,0,0,1,1,1,5,0.16666666666666666
0,0,0,1,1,0,0,1,1,1,4,0.0
1,1,0,1,1,0,0,1,1,1,6,0.3333333333333333
1,0,1,1,1,0,0,1,1,1,5,0.16666666666666666
0,1,1,1,1,0,0,1,1,1,6,0.3333333333333333
0,0,0,0,0,1,0,1,1,1,1,-0.5
1,1,1,1,1,0,0,1,1,1,6,0.3333333333333333
0,0,1,0,0,1,0,1,1,1,2,-0.3333333333333333
1,0,0,0,0,1,0,1,1,1,2,-0.3333333333333333
1,1,0,0,0,1,0,1,1,1,4,0.0
0,1,0,0,0,1,0,1,1,1,2,-0.3333333333333333
0,0,1,1,1,0,0,1,1,1,5,0.16666666666666666
0,1,1,0,0,1,0,1,1,1,4,0.0
0,1,0,1,0,0,0,1,1,1,4,0.0
1,0,0,1,0,1,0,1,1,1,4,0.0
0,0,0,1,0,1,0,1,1,1,2,-0.3333333333333333
1,0,1,1,0,1,0,1,1,1,4,0.0
0,1,0,1,0,1,0,1,1,1,4,0.0
1,1,1,0,0,1,0,1,1,1,5,0.16666666666666666
1,1,0,1,0,1,0,1,1,1,4,0.0
0,0,0,0,1,1,0,1,1,1,2,-0.3333333333333333
1,1,1,1,0,1,0,1,1,1,5,0.16666666666666666
1,0,0,0,1,1,0,1,1,1,4,0.0
1,0,1,0,1,1,0,1,1,1,4,0.0
0,0,1,0,1,1,0,1,1,1,4,0.0
0,1,1,1,0,1,0,1,1,1,4,0.0
0,1,0,0,1,1,0,1,1,1,4,0.0
1,1,1,0,1,1,0,1,1,1,6,0.3333333333333333
0,1,0,1,1,1,0,1,1,1,4,0.0
0,0,0,1,1,1,0,1,1,1,4,0.0
1,1,0,0,1,1,0,1,1,1,4,0.0
1,0,0,1,1,1,0,1,1,1,4,0.0
1,1,1,1,1,1,0,1,1,1,6,0.3333333333333333
0,0,1,1,1,1,0,1,1,1,5,0.16666666666666666
0,1,1,1,1,1,0,1,1,1,5,0.16666666666666666
1,0,1,1,1,1,0,1,1,1,5,0.16666666666666666
1,1,0,1,1,1,0,1,1,1,5,0.16666666666666666
1,0,1,0,0,1,0,1,1,1,4,0.0
1,1,0,0,0,0,1,1,1,1,4,0.0
0,0,1,1,0,1,0,1,1,1,4,0.0
