cortege,setting,opp_valence,chosen
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a10
"(a10,a8,a6)",human,con,a10
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a10
"(a10,a8,a6)",human,con,a10
"(a10,a8,a6)",human,con,a6
"(a10,a8,a6)",human,con,a10
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a6
"(a10,a8,a6)",human,con,a6
"(a10,a8,a6)",human,con,a6
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a6
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",human,con,a8
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a6
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a6
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a6
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,pro,a8
"(a10,a8,a6)",LLM,pro,a6
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,pro,a10
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a6
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a10
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a6
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a10
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a10
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",LLM,con,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a6
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",unknown,none,a8
"(a10,a8,a6)",LLM,pro,a6
