,model_argument,received_argument,type,verdict
1247,1,5,unknown,0
1248,1,6,human,0
1249,1,6,llm,0
1250,1,6,unknown,0
1251,1,7,human,0
1252,1,7,llm,0
1253,1,7,unknown,0
1254,1,8,human,0
1255,1,8,llm,0
1256,1,8,unknown,0
1257,1,9,human,0
1258,1,9,llm,0
1259,1,9,unknown,0
1260,2,0,human,1
1261,2,0,llm,1
1262,2,0,unknown,1
1263,2,1,human,1
1264,2,1,llm,1
1265,2,1,unknown,1
1266,2,2,human,1
1267,2,2,llm,1
1268,2,2,unknown,1
1269,2,3,human,1
1270,2,3,llm,1
1271,2,3,unknown,1
1272,2,4,human,1
1273,2,4,llm,1
1274,2,4,unknown,1
1275,2,5,human,0
1276,2,5,llm,0
1277,2,5,unknown,0
1278,2,6,human,0
1279,2,6,llm,0
1280,2,6,unknown,0
1281,2,7,human,0
1282,2,7,llm,0
1283,2,7,unknown,0
1284,2,8,human,0
1285,2,8,llm,0
1286,2,8,unknown,0
1287,2,9,human,0
1288,2,9,llm,0
1289,2,9,unknown,0
1290,3,0,human,1
1291,3,0,llm,1
1292,3,0,unknown,1
1293,3,1,human,1
1294,3,1,llm,1
1295,3,1,unknown,1
1296,3,2,human,1
1297,3,2,llm,1
1298,3,2,unknown,1
1299,3,3,human,1
1300,3,3,llm,1
1301,3,3,unknown,1
1302,3,4,human,1
1303,3,4,llm,1
1304,3,4,unknown,1
1305,3,5,human,0
1306,3,5,llm,0
1307,3,5,unknown,0
1308,3,6,human,0
1309,3,6,llm,0
1310,3,6,unknown,0
1311,3,7,human,1
1312,3,7,llm,1
1313,3,7,unknown,1
1314,3,8,human,0
1315,3,8,llm,0
1316,3,8,unknown,0
1317,3,9,human,0
1318,3,9,llm,0
1319,3,9,unknown,0
1320,4,0,human,1
1321,4,0,llm,1
1322,4,0,unknown,1
1323,4,1,human,1
1324,4,1,llm,1
1325,4,1,unknown,1
1326,4,2,human,1
1327,4,2,llm,1
1328,4,2,unknown,1
1329,4,3,human,1
1330,4,3,llm,1
1331,4,3,unknown,1
1332,4,4,human,1
1333,4,4,llm,1
1334,4,4,unknown,1
1335,4,5,human,0
1336,4,5,llm,0
1337,4,5,unknown,0
1338,4,6,human,0
1339,4,6,llm,0
1340,4,6,unknown,0
1341,4,7,human,1
1342,4,7,llm,0
1343,4,7,unknown,0
1344,4,8,human,0
1345,4,8,llm,0
1346,4,8,unknown,0
1347,4,9,human,0
1348,4,9,llm,0
1349,4,9,unknown,0
1350,5,0,human,0
1351,5,0,llm,0
1352,5,0,unknown,0
1353,5,1,human,0
1354,5,1,llm,0
1355,5,1,unknown,0
1356,5,2,human,0
1357,5,2,llm,0
1358,5,2,unknown,0
1359,5,3,human,1
1360,5,3,llm,1
1361,5,3,unknown,1
1362,5,4,human,0
1363,5,4,llm,0
1364,5,4,unknown,0
1365,5,5,human,1
1366,5,5,llm,1
1367,5,5,unknown,1
1368,5,6,human,1
1369,5,6,llm,1
1370,5,6,unknown,1
1371,5,7,human,1
1372,5,7,llm,1
1373,5,7,unknown,1
1374,5,8,human,1
1375,5,8,llm,1
1376,5,8,unknown,1
1377,5,9,human,1
1378,5,9,llm,1
1379,5,9,unknown,1
1380,6,0,human,0
1381,6,0,llm,0
1382,6,0,unknown,0
1383,6,1,human,0
1384,6,1,llm,0
1385,6,1,unknown,0
1386,6,2,human,0
1387,6,2,llm,0
1388,6,2,unknown,0
1389,6,3,human,1
1390,6,3,llm,1
1391,6,3,unknown,0
1392,6,4,human,0
1393,6,4,llm,0
1394,6,4,unknown,0
1395,6,5,human,1
1396,6,5,llm,1
1397,6,5,unknown,1
1398,6,6,human,1
1399,6,6,llm,1
1400,6,6,unknown,1
1401,6,7,human,1
1402,6,7,llm,1
1403,6,7,unknown,1
1404,6,8,human,1
1405,6,8,llm,1
1406,6,8,unknown,1
1407,6,9,human,1
1408,6,9,llm,1
1409,6,9,unknown,1
1410,7,0,human,0
1411,7,0,llm,0
1412,7,0,unknown,0
1413,7,1,human,0
1414,7,1,llm,0
1415,7,1,unknown,0
1416,7,2,human,0
1417,7,2,llm,0
1418,7,2,unknown,0
1419,7,3,human,1
1420,7,3,llm,1
1421,7,3,unknown,1
1422,7,4,human,0
1423,7,4,llm,0
1424,7,4,unknown,1
1425,7,5,human,1
1426,7,5,llm,1
1427,7,5,unknown,1
1428,7,6,human,1
1429,7,6,llm,1
1430,7,6,unknown,1
1431,7,7,human,1
1432,7,7,llm,1
1433,7,7,unknown,1
1434,7,8,human,1
1435,7,8,llm,1
1436,7,8,unknown,1
1437,7,9,human,1
1438,7,9,llm,1
1439,7,9,unknown,1
1440,8,0,human,0
1441,8,0,llm,0
1442,8,0,unknown,0
1443,8,1,human,0
1444,8,1,llm,0
1445,8,1,unknown,0
1446,8,2,human,0
1447,8,2,llm,0
1448,8,2,unknown,0
1449,8,3,human,0
1450,8,3,llm,1
1451,8,3,unknown,1
1452,8,4,human,0
1453,8,4,llm,1
1454,8,4,unknown,1
1455,8,5,human,1
1456,8,5,llm,1
1457,8,5,unknown,1
1458,8,6,human,1
1459,8,6,llm,1
1460,8,6,unknown,1
1461,8,7,human,1
1462,8,7,llm,1
1463,8,7,unknown,1
1464,8,8,human,1
1465,8,8,llm,1
1466,8,8,unknown,1
1467,8,9,human,1
1468,8,9,llm,1
1469,8,9,unknown,1
1470,9,0,human,0
1471,9,0,llm,0
1472,9,0,unknown,0
1473,9,1,human,0
1474,9,1,llm,0
1475,9,1,unknown,0
1476,9,2,human,0
1477,9,2,llm,0
1478,9,2,unknown,0
1479,9,3,human,1
1480,9,3,llm,1
1481,9,3,unknown,0
1482,9,4,human,0
1483,9,4,llm,1
1484,9,4,unknown,0
1485,9,5,human,1
1486,9,5,llm,1
1487,9,5,unknown,1
1488,9,6,human,1
1489,9,6,llm,1
1490,9,6,unknown,1
1491,9,7,human,1
1492,9,7,llm,1
1493,9,7,unknown,1
1494,9,8,human,1
1495,9,8,llm,1
1496,9,8,unknown,1
1497,9,9,human,1
1498,9,9,llm,1
1499,9,9,unknown,1
1500,0,0,human,1
1501,0,0,llm,1
1502,0,0,unknown,1
1503,0,1,human,1
1504,0,1,llm,1
1505,0,1,unknown,1
1506,0,2,human,1
1507,0,2,llm,1
1508,0,2,unknown,1
1509,0,3,human,1
1510,0,3,llm,1
1511,0,3,unknown,1
1512,0,4,human,1
1513,0,4,llm,1
1514,0,4,unknown,1
1515,0,5,human,0
1516,0,5,llm,0
1517,0,5,unknown,0
1518,0,6,human,0
1519,0,6,llm,0
1520,0,6,unknown,0
1521,0,7,human,0
1522,0,7,llm,0
1523,0,7,unknown,0
1524,0,8,human,0
1525,0,8,llm,0
1526,0,8,unknown,0
1527,0,9,human,0
1528,0,9,llm,0
1529,0,9,unknown,0
1530,1,0,human,1
1531,1,0,llm,1
1532,1,0,unknown,1
1533,1,1,human,1
1534,1,1,llm,1
1535,1,1,unknown,1
1536,1,2,human,1
1537,1,2,llm,1
1538,1,2,unknown,1
1539,1,3,human,1
1540,1,3,llm,1
1541,1,3,unknown,1
1542,1,4,human,1
1543,1,4,llm,1
1544,1,4,unknown,1
1545,1,5,human,0
1546,1,5,llm,0
1547,1,5,unknown,0
1548,1,6,human,0
1549,1,6,llm,0
1550,1,6,unknown,0
1551,1,7,human,0
1552,1,7,llm,0
1553,1,7,unknown,0
1554,1,8,human,0
1555,1,8,llm,0
1556,1,8,unknown,0
1557,1,9,human,0
1558,1,9,llm,0
1559,1,9,unknown,0
1560,2,0,human,1
1561,2,0,llm,1
1562,2,0,unknown,1
1563,2,1,human,1
1564,2,1,llm,1
1565,2,1,unknown,1
1566,2,2,human,1
1567,2,2,llm,1
1568,2,2,unknown,1
1569,2,3,human,1
1570,2,3,llm,1
1571,2,3,unknown,1
1572,2,4,human,1
1573,2,4,llm,1
1574,2,4,unknown,1
1575,2,5,human,0
1576,2,5,llm,0
1577,2,5,unknown,0
1578,2,6,human,0
1579,2,6,llm,0
1580,2,6,unknown,0
1581,2,7,human,0
1582,2,7,llm,0
1583,2,7,unknown,0
1584,2,8,human,0
1585,2,8,llm,0
1586,2,8,unknown,0
1587,2,9,human,0
1588,2,9,llm,0
1589,2,9,unknown,0
1590,3,0,human,1
1591,3,0,llm,1
1592,3,0,unknown,1
1593,3,1,human,1
1594,3,1,llm,1
1595,3,1,unknown,1
1596,3,2,human,1
1597,3,2,llm,1
1598,3,2,unknown,1
1599,3,3,human,1
1600,3,3,llm,1
1601,3,3,unknown,1
1602,3,4,human,1
1603,3,4,llm,1
1604,3,4,unknown,1
1605,3,5,human,0
1606,3,5,llm,0
1607,3,5,unknown,0
1608,3,6,human,1
1609,3,6,llm,0
1610,3,6,unknown,1
1611,3,7,human,0
1612,3,7,llm,0
1613,3,7,unknown,1
1614,3,8,human,0
1615,3,8,llm,0
1616,3,8,unknown,0
1617,3,9,human,0
1618,3,9,llm,0
1619,3,9,unknown,0
1620,4,0,human,1
1621,4,0,llm,1
1622,4,0,unknown,1
1623,4,1,human,1
1624,4,1,llm,1
1625,4,1,unknown,1
1626,4,2,human,1
1627,4,2,llm,1
1628,4,2,unknown,1
1629,4,3,human,1
1630,4,3,llm,1
1631,4,3,unknown,1
1632,4,4,human,1
1633,4,4,llm,1
1634,4,4,unknown,1
1635,4,5,human,0
1636,4,5,llm,0
1637,4,5,unknown,0
1638,4,6,human,0
1639,4,6,llm,0
1640,4,6,unknown,0
1641,4,7,human,1
1642,4,7,llm,0
1643,4,7,unknown,0
1644,4,8,human,0
1645,4,8,llm,0
1646,4,8,unknown,0
1647,4,9,human,0
1648,4,9,llm,0
1649,4,9,unknown,0
1650,5,0,human,0
1651,5,0,llm,0
1652,5,0,unknown,0
1653,5,1,human,0
1654,5,1,llm,0
1655,5,1,unknown,0
1656,5,2,human,0
1657,5,2,llm,0
1658,5,2,unknown,0
1659,5,3,human,1
1660,5,3,llm,1
1661,5,3,unknown,1
1662,5,4,human,0
1663,5,4,llm,0
1664,5,4,unknown,0
1665,5,5,human,1
1666,5,5,llm,1
1667,5,5,unknown,1
1668,5,6,human,1
1669,5,6,llm,1
1670,5,6,unknown,1
1671,5,7,human,1
1672,5,7,llm,1
1673,5,7,unknown,1
1674,5,8,human,1
1675,5,8,llm,1
1676,5,8,unknown,1
1677,5,9,human,1
1678,5,9,llm,1
1679,5,9,unknown,1
1680,6,0,human,0
1681,6,0,llm,0
1682,6,0,unknown,0
1683,6,1,human,0
1684,6,1,llm,0
1685,6,1,unknown,0
1686,6,2,human,0
1687,6,2,llm,0
1688,6,2,unknown,0
1689,6,3,human,1
1690,6,3,llm,1
1691,6,3,unknown,1
1692,6,4,human,0
1693,6,4,llm,0
1694,6,4,unknown,1
1695,6,5,human,1
1696,6,5,llm,1
1697,6,5,unknown,1
1698,6,6,human,1
1699,6,6,llm,1
1700,6,6,unknown,1
1701,6,7,human,1
1702,6,7,llm,1
1703,6,7,unknown,1
1704,6,8,human,1
1705,6,8,llm,1
1706,6,8,unknown,1
1707,6,9,human,1
1708,6,9,llm,1
1709,6,9,unknown,1
1710,7,0,human,0
1711,7,0,llm,0
1712,7,0,unknown,0
1713,7,1,human,0
1714,7,1,llm,0
1715,7,1,unknown,0
1716,7,2,human,0
1717,7,2,llm,0
1718,7,2,unknown,0
1719,7,3,human,1
1720,7,3,llm,1
1721,7,3,unknown,1
1722,7,4,human,1
1723,7,4,llm,1
1724,7,4,unknown,1
1725,7,5,human,1
1726,7,5,llm,1
1727,7,5,unknown,1
1728,7,6,human,1
1729,7,6,llm,1
1730,7,6,unknown,1
1731,7,7,human,1
1732,7,7,llm,1
1733,7,7,unknown,1
1734,7,8,human,1
1735,7,8,llm,1
1736,7,8,unknown,1
1737,7,9,human,1
1738,7,9,llm,1
1739,7,9,unknown,1
1740,8,0,human,0
1741,8,0,llm,0
1742,8,0,unknown,0
1743,8,1,human,0
1744,8,1,llm,0
1745,8,1,unknown,0
1746,8,2,human,0
1747,8,2,llm,0
1748,8,2,unknown,0
1749,8,3,human,1
1750,8,3,llm,1
1751,8,3,unknown,1
1752,8,4,human,0
1753,8,4,llm,0
1754,8,4,unknown,1
1755,8,5,human,1
1756,8,5,llm,1
1757,8,5,unknown,1
1758,8,6,human,1
1759,8,6,llm,1
1760,8,6,unknown,1
1761,8,7,human,1
1762,8,7,llm,1
1763,8,7,unknown,1
1764,8,8,human,1
1765,8,8,llm,1
1766,8,8,unknown,1
1767,8,9,human,1
1768,8,9,llm,1
1769,8,9,unknown,1
1770,9,0,human,0
1771,9,0,llm,0
1772,9,0,unknown,0
1773,9,1,human,0
1774,9,1,llm,0
1775,9,1,unknown,0
1776,9,2,human,0
1777,9,2,llm,0
1778,9,2,unknown,0
1779,9,3,human,1
1780,9,3,llm,1
1781,9,3,unknown,1
1782,9,4,human,0
1783,9,4,llm,0
1784,9,4,unknown,0
1785,9,5,human,1
1786,9,5,llm,1
1787,9,5,unknown,1
1788,9,6,human,1
1789,9,6,llm,1
1790,9,6,unknown,1
1791,9,7,human,1
1792,9,7,llm,1
1793,9,7,unknown,1
1794,9,8,human,1
1795,9,8,llm,1
1796,9,8,unknown,1
1797,9,9,human,1
1798,9,9,llm,1
1799,9,9,unknown,1
1800,0,0,human,1
1801,0,0,llm,1
1802,0,0,unknown,1
1803,0,1,human,1
1804,0,1,llm,1
1805,0,1,unknown,1
1806,0,2,human,1
1807,0,2,llm,1
1808,0,2,unknown,1
1809,0,3,human,1
1810,0,3,llm,1
1811,0,3,unknown,1
1812,0,4,human,1
1813,0,4,llm,1
1814,0,4,unknown,1
1815,0,5,human,0
1816,0,5,llm,0
1817,0,5,unknown,0
1818,0,6,human,0
1819,0,6,llm,1
1820,0,6,unknown,0
1821,0,7,human,0
1822,0,7,llm,0
1823,0,7,unknown,0
1824,0,8,human,0
1825,0,8,llm,0
1826,0,8,unknown,0
1827,0,9,human,0
1828,0,9,llm,0
1829,0,9,unknown,0
1830,1,0,human,1
1831,1,0,llm,1
1832,1,0,unknown,1
1833,1,1,human,1
1834,1,1,llm,1
1835,1,1,unknown,1
1836,1,2,human,1
1837,1,2,llm,1
1838,1,2,unknown,1
1839,1,3,human,1
1840,1,3,llm,1
1841,1,3,unknown,1
1842,1,4,human,1
1843,1,4,llm,1
1844,1,4,unknown,1
1845,1,5,human,0
1846,1,5,llm,0
1847,1,5,unknown,0
1848,1,6,human,0
1849,1,6,llm,0
1850,1,6,unknown,0
1851,1,7,human,0
1852,1,7,llm,0
1853,1,7,unknown,0
1854,1,8,human,0
1855,1,8,llm,0
1856,1,8,unknown,0
1857,1,9,human,0
1858,1,9,llm,0
1859,1,9,unknown,0
1860,2,0,human,1
1861,2,0,llm,1
1862,2,0,unknown,1
1863,2,1,human,1
1864,2,1,llm,1
1865,2,1,unknown,1
1866,2,2,human,1
1867,2,2,llm,1
1868,2,2,unknown,1
1869,2,3,human,1
1870,2,3,llm,1
1871,2,3,unknown,1
1872,2,4,human,1
1873,2,4,llm,1
1874,2,4,unknown,1
1875,2,5,human,0
1876,2,5,llm,0
1877,2,5,unknown,0
1878,2,6,human,0
1879,2,6,llm,0
1880,2,6,unknown,0
1881,2,7,human,0
1882,2,7,llm,0
1883,2,7,unknown,0
1884,2,8,human,0
1885,2,8,llm,0
1886,2,8,unknown,0
1887,2,9,human,0
1888,2,9,llm,0
1889,2,9,unknown,0
1890,3,0,human,1
1891,3,0,llm,1
1892,3,0,unknown,1
1893,3,1,human,1
1894,3,1,llm,1
1895,3,1,unknown,1
1896,3,2,human,1
1897,3,2,llm,1
1898,3,2,unknown,1
1899,3,3,human,1
1900,3,3,llm,1
1901,3,3,unknown,1
1902,3,4,human,1
1903,3,4,llm,1
1904,3,4,unknown,1
1905,3,5,human,0
1906,3,5,llm,0
1907,3,5,unknown,0
1908,3,6,human,1
1909,3,6,llm,1
1910,3,6,unknown,1
1911,3,7,human,0
1912,3,7,llm,1
1913,3,7,unknown,1
1914,3,8,human,0
1915,3,8,llm,0
1916,3,8,unknown,0
1917,3,9,human,0
1918,3,9,llm,0
1919,3,9,unknown,0
1920,4,0,human,1
1921,4,0,llm,1
1922,4,0,unknown,1
1923,4,1,human,1
1924,4,1,llm,1
1925,4,1,unknown,1
1926,4,2,human,1
1927,4,2,llm,1
1928,4,2,unknown,1
1929,4,3,human,1
1930,4,3,llm,1
1931,4,3,unknown,1
1932,4,4,human,1
1933,4,4,llm,1
1934,4,4,unknown,1
1935,4,5,human,0
1936,4,5,llm,0
1937,4,5,unknown,0
1938,4,6,human,0
1939,4,6,llm,0
1940,4,6,unknown,0
1941,4,7,human,0
1942,4,7,llm,0
1943,4,7,unknown,0
1944,4,8,human,0
1945,4,8,llm,0
1946,4,8,unknown,0
1947,4,9,human,0
1948,4,9,llm,0
1949,4,9,unknown,0
1950,5,0,human,0
1951,5,0,llm,0
1952,5,0,unknown,1
1953,5,1,human,0
1954,5,1,llm,0
1955,5,1,unknown,0
1956,5,2,human,0
1957,5,2,llm,0
1958,5,2,unknown,0
1959,5,3,human,1
1960,5,3,llm,1
1961,5,3,unknown,1
1962,5,4,human,0
1963,5,4,llm,0
1964,5,4,unknown,0
1965,5,5,human,1
1966,5,5,llm,1
1967,5,5,unknown,1
1968,5,6,human,1
1969,5,6,llm,1
1970,5,6,unknown,1
1971,5,7,human,1
1972,5,7,llm,1
1973,5,7,unknown,1
1974,5,8,human,1
1975,5,8,llm,1
1976,5,8,unknown,1
1977,5,9,human,1
1978,5,9,llm,1
1979,5,9,unknown,1
1980,6,0,human,0
1981,6,0,llm,0
1982,6,0,unknown,0
1983,6,1,human,0
1984,6,1,llm,0
1985,6,1,unknown,0
1986,6,2,human,0
1987,6,2,llm,0
1988,6,2,unknown,0
1989,6,3,human,1
1990,6,3,llm,1
1991,6,3,unknown,1
1992,6,4,human,0
1993,6,4,llm,0
1994,6,4,unknown,0
1995,6,5,human,1
1996,6,5,llm,1
1997,6,5,unknown,1
1998,6,6,human,1
1999,6,6,llm,1
2000,6,6,unknown,1
2001,6,7,human,1
2002,6,7,llm,1
2003,6,7,unknown,1
2004,6,8,human,1
2005,6,8,llm,1
2006,6,8,unknown,1
2007,6,9,human,1
2008,6,9,llm,1
2009,6,9,unknown,1
2010,7,0,human,0
2011,7,0,llm,0
2012,7,0,unknown,0
2013,7,1,human,0
2014,7,1,llm,0
2015,7,1,unknown,0
2016,7,2,human,0
2017,7,2,llm,0
2018,7,2,unknown,0
2019,7,3,human,1
2020,7,3,llm,1
2021,7,3,unknown,1
2022,7,4,human,1
2023,7,4,llm,1
2024,7,4,unknown,0
2025,7,5,human,1
2026,7,5,llm,1
2027,7,5,unknown,1
2028,7,6,human,1
2029,7,6,llm,1
2030,7,6,unknown,1
2031,7,7,human,1
2032,7,7,llm,1
2033,7,7,unknown,1
2034,7,8,human,1
2035,7,8,llm,1
2036,7,8,unknown,1
2037,7,9,human,1
2038,7,9,llm,1
2039,7,9,unknown,1
2040,8,0,human,0
2041,8,0,llm,0
2042,8,0,unknown,0
2043,8,1,human,0
2044,8,1,llm,0
2045,8,1,unknown,0
2046,8,2,human,0
2047,8,2,llm,0
2048,8,2,unknown,0
2049,8,3,human,0
2050,8,3,llm,0
2051,8,3,unknown,1
2052,8,4,human,0
2053,8,4,llm,1
2054,8,4,unknown,0
2055,8,5,human,1
2056,8,5,llm,1
2057,8,5,unknown,1
2058,8,6,human,1
2059,8,6,llm,1
2060,8,6,unknown,1
2061,8,7,human,1
2062,8,7,llm,1
2063,8,7,unknown,1
2064,8,8,human,1
2065,8,8,llm,1
2066,8,8,unknown,1
2067,8,9,human,1
2068,8,9,llm,1
2069,8,9,unknown,1
2070,9,0,human,0
2071,9,0,llm,0
2072,9,0,unknown,0
2073,9,1,human,0
2074,9,1,llm,0
2075,9,1,unknown,0
2076,9,2,human,0
2077,9,2,llm,0
2078,9,2,unknown,0
2079,9,3,human,1
2080,9,3,llm,1
2081,9,3,unknown,1
2082,9,4,human,0
2083,9,4,llm,0
2084,9,4,unknown,0
2085,9,5,human,1
2086,9,5,llm,1
2087,9,5,unknown,1
2088,9,6,human,1
2089,9,6,llm,1
2090,9,6,unknown,1
2091,9,7,human,1
2092,9,7,llm,1
2093,9,7,unknown,1
2094,9,8,human,1
2095,9,8,llm,1
2096,9,8,unknown,1
2097,9,9,human,1
2098,9,9,llm,1
2099,9,9,unknown,1
2100,0,0,human,1
2101,0,0,llm,1
2102,0,0,unknown,1
2103,0,1,human,1
2104,0,1,llm,1
2105,0,1,unknown,1
2106,0,2,human,1
2107,0,2,llm,1
2108,0,2,unknown,1
2109,0,3,human,1
2110,0,3,llm,1
2111,0,3,unknown,1
2112,0,4,human,1
2113,0,4,llm,1
2114,0,4,unknown,1
2115,0,5,human,0
2116,0,5,llm,0
2117,0,5,unknown,0
2118,0,6,human,0
2119,0,6,llm,0
2120,0,6,unknown,0
2121,0,7,human,0
2122,0,7,llm,0
2123,0,7,unknown,0
2124,0,8,human,0
2125,0,8,llm,0
2126,0,8,unknown,0
2127,0,9,human,0
2128,0,9,llm,0
2129,0,9,unknown,0
2130,1,0,human,1
2131,1,0,llm,1
2132,1,0,unknown,1
2133,1,1,human,1
2134,1,1,llm,1
2135,1,1,unknown,1
2136,1,2,human,1
2137,1,2,llm,1
2138,1,2,unknown,1
2139,1,3,human,1
2140,1,3,llm,1
2141,1,3,unknown,1
2142,1,4,human,1
2143,1,4,llm,1
2144,1,4,unknown,1
2145,1,5,human,0
2146,1,5,llm,0
2147,1,5,unknown,0
2148,1,6,human,0
2149,1,6,llm,0
2150,1,6,unknown,0
2151,1,7,human,0
2152,1,7,llm,0
2153,1,7,unknown,0
2154,1,8,human,0
2155,1,8,llm,0
2156,1,8,unknown,0
2157,1,9,human,0
2158,1,9,llm,0
2159,1,9,unknown,0
2160,2,0,human,1
2161,2,0,llm,1
2162,2,0,unknown,1
2163,2,1,human,1
2164,2,1,llm,1
2165,2,1,unknown,1
2166,2,2,human,1
2167,2,2,llm,1
2168,2,2,unknown,1
2169,2,3,human,1
2170,2,3,llm,1
2171,2,3,unknown,1
2172,2,4,human,1
2173,2,4,llm,1
2174,2,4,unknown,1
2175,2,5,human,0
2176,2,5,llm,0
2177,2,5,unknown,0
2178,2,6,human,0
2179,2,6,llm,0
2180,2,6,unknown,0
2181,2,7,human,0
2182,2,7,llm,0
2183,2,7,unknown,0
2184,2,8,human,0
2185,2,8,llm,0
2186,2,8,unknown,0
2187,2,9,human,0
2188,2,9,llm,0
2189,2,9,unknown,0
2190,3,0,human,1
2191,3,0,llm,1
2192,3,0,unknown,1
2193,3,1,human,1
2194,3,1,llm,1
2195,3,1,unknown,1
2196,3,2,human,1
2197,3,2,llm,1
2198,3,2,unknown,1
2199,3,3,human,1
2200,3,3,llm,1
2201,3,3,unknown,1
2202,3,4,human,1
2203,3,4,llm,1
2204,3,4,unknown,1
2205,3,5,human,0
2206,3,5,llm,0
2207,3,5,unknown,0
2208,3,6,human,1
2209,3,6,llm,1
2210,3,6,unknown,1
2211,3,7,human,1
2212,3,7,llm,1
2213,3,7,unknown,1
2214,3,8,human,0
2215,3,8,llm,0
2216,3,8,unknown,1
2217,3,9,human,0
2218,3,9,llm,0
2219,3,9,unknown,0
2220,4,0,human,1
2221,4,0,llm,1
2222,4,0,unknown,1
2223,4,1,human,1
2224,4,1,llm,1
2225,4,1,unknown,1
2226,4,2,human,1
2227,4,2,llm,1
2228,4,2,unknown,1
2229,4,3,human,1
2230,4,3,llm,1
2231,4,3,unknown,1
2232,4,4,human,1
2233,4,4,llm,1
2234,4,4,unknown,1
2235,4,5,human,0
2236,4,5,llm,0
2237,4,5,unknown,0
2238,4,6,human,0
2239,4,6,llm,0
2240,4,6,unknown,0
2241,4,7,human,0
2242,4,7,llm,0
2243,4,7,unknown,1
2244,4,8,human,0
2245,4,8,llm,0
2246,4,8,unknown,0
2247,4,9,human,0
2248,4,9,llm,0
2249,4,9,unknown,0
2250,5,0,human,0
2251,5,0,llm,0
2252,5,0,unknown,0
2253,5,1,human,0
2254,5,1,llm,0
2255,5,1,unknown,0
2256,5,2,human,0
2257,5,2,llm,0
2258,5,2,unknown,0
2259,5,3,human,1
2260,5,3,llm,1
2261,5,3,unknown,1
2262,5,4,human,0
2263,5,4,llm,0
2264,5,4,unknown,0
2265,5,5,human,1
2266,5,5,llm,1
2267,5,5,unknown,1
2268,5,6,human,1
2269,5,6,llm,1
2270,5,6,unknown,1
2271,5,7,human,1
2272,5,7,llm,1
2273,5,7,unknown,1
2274,5,8,human,1
2275,5,8,llm,1
2276,5,8,unknown,1
2277,5,9,human,1
2278,5,9,llm,1
2279,5,9,unknown,1
2280,6,0,human,0
2281,6,0,llm,0
2282,6,0,unknown,0
2283,6,1,human,0
2284,6,1,llm,0
2285,6,1,unknown,0
2286,6,2,human,0
2287,6,2,llm,0
2288,6,2,unknown,0
2289,6,3,human,1
2290,6,3,llm,0
2291,6,3,unknown,1
2292,6,4,human,0
2293,6,4,llm,0
2294,6,4,unknown,0
2295,6,5,human,1
2296,6,5,llm,1
2297,6,5,unknown,1
2298,6,6,human,1
2299,6,6,llm,1
2300,6,6,unknown,1
2301,6,7,human,1
2302,6,7,llm,1
2303,6,7,unknown,1
2304,6,8,human,1
2305,6,8,llm,1
2306,6,8,unknown,1
2307,6,9,human,1
2308,6,9,llm,1
2309,6,9,unknown,1
2310,7,0,human,0
2311,7,0,llm,0
2312,7,0,unknown,0
2313,7,1,human,0
2314,7,1,llm,0
2315,7,1,unknown,0
2316,7,2,human,0
2317,7,2,llm,0
2318,7,2,unknown,0
2319,7,3,human,1
2320,7,3,llm,1
2321,7,3,unknown,1
2322,7,4,human,1
2323,7,4,llm,1
2324,7,4,unknown,1
2325,7,5,human,1
2326,7,5,llm,1
2327,7,5,unknown,1
2328,7,6,human,1
2329,7,6,llm,1
2330,7,6,unknown,1
2331,7,7,human,1
2332,7,7,llm,1
2333,7,7,unknown,1
2334,7,8,human,1
2335,7,8,llm,1
2336,7,8,unknown,1
2337,7,9,human,1
2338,7,9,llm,1
2339,7,9,unknown,1
2340,8,0,human,0
2341,8,0,llm,0
2342,8,0,unknown,0
2343,8,1,human,0
2344,8,1,llm,0
2345,8,1,unknown,0
2346,8,2,human,0
2347,8,2,llm,0
2348,8,2,unknown,0
2349,8,3,human,1
2350,8,3,llm,1
2351,8,3,unknown,1
2352,8,4,human,0
2353,8,4,llm,1
2354,8,4,unknown,1
2355,8,5,human,1
2356,8,5,llm,1
2357,8,5,unknown,1
2358,8,6,human,1
2359,8,6,llm,1
2360,8,6,unknown,1
2361,8,7,human,1
2362,8,7,llm,1
2363,8,7,unknown,1
2364,8,8,human,1
2365,8,8,llm,1
2366,8,8,unknown,1
2367,8,9,human,1
2368,8,9,llm,1
2369,8,9,unknown,1
2370,9,0,human,0
2371,9,0,llm,0
2372,9,0,unknown,0
2373,9,1,human,0
2374,9,1,llm,0
2375,9,1,unknown,0
2376,9,2,human,0
2377,9,2,llm,0
2378,9,2,unknown,0
2379,9,3,human,1
2380,9,3,llm,1
2381,9,3,unknown,1
2382,9,4,human,1
2383,9,4,llm,0
2384,9,4,unknown,0
2385,9,5,human,1
2386,9,5,llm,1
2387,9,5,unknown,1
2388,9,6,human,1
2389,9,6,llm,1
2390,9,6,unknown,1
2391,9,7,human,1
2392,9,7,llm,1
2393,9,7,unknown,1
2394,9,8,human,1
2395,9,8,llm,1
2396,9,8,unknown,1
2397,9,9,human,1
2398,9,9,llm,1
2399,9,9,unknown,1
2400,0,0,human,1
2401,0,0,llm,1
2402,0,0,unknown,1
2403,0,1,human,1
2404,0,1,llm,1
2405,0,1,unknown,1
2406,0,2,human,1
2407,0,2,llm,1
2408,0,2,unknown,1
2409,0,3,human,1
2410,0,3,llm,1
2411,0,3,unknown,1
