,1,2,3,4,5,6,7,8,9,10,opinion
565,1,0,1,0,1,1,0,0,0,1,-1
566,0,1,1,0,1,1,0,0,0,1,-1
567,1,1,1,0,1,1,0,0,0,1,-1
568,0,0,0,1,1,1,0,0,0,1,-1
569,1,0,0,1,1,1,0,0,0,1,4
570,0,1,0,1,1,1,0,0,0,1,-1
571,1,1,0,1,1,1,0,0,0,1,-1
572,0,0,1,1,1,1,0,0,0,1,-1
573,1,0,1,1,1,1,0,0,0,1,-1
574,0,1,1,1,1,1,0,0,0,1,-1
575,1,1,1,1,1,1,0,0,0,1,-1
576,0,0,0,0,0,0,1,0,0,1,2
577,1,0,0,0,0,0,1,0,0,1,-1
578,0,1,0,0,0,0,1,0,0,1,-1
579,1,1,0,0,0,0,1,0,0,1,-1
580,0,0,1,0,0,0,1,0,0,1,-1
581,1,0,1,0,0,0,1,0,0,1,-1
582,0,1,1,0,0,0,1,0,0,1,-1
583,1,1,1,0,0,0,1,0,0,1,4
584,0,0,0,1,0,0,1,0,0,1,-1
585,1,0,0,1,0,0,1,0,0,1,-1
586,0,1,0,1,0,0,1,0,0,1,-1
587,1,1,0,1,0,0,1,0,0,1,5
588,0,0,1,1,0,0,1,0,0,1,-1
589,1,0,1,1,0,0,1,0,0,1,-1
590,0,1,1,1,0,0,1,0,0,1,-1
591,1,1,1,1,0,0,1,0,0,1,5
592,0,0,0,0,1,0,1,0,0,1,-1
593,1,0,0,0,1,0,1,0,0,1,-1
594,0,1,0,0,1,0,1,0,0,1,-1
595,1,1,0,0,1,0,1,0,0,1,4
596,0,0,1,0,1,0,1,0,0,1,-1
597,1,0,1,0,1,0,1,0,0,1,-1
598,0,1,1,0,1,0,1,0,0,1,-1
599,1,1,1,0,1,0,1,0,0,1,-1
600,0,0,0,1,1,0,1,0,0,1,-1
601,1,0,0,1,1,0,1,0,0,1,-1
602,0,1,0,1,1,0,1,0,0,1,5
603,1,1,0,1,1,0,1,0,0,1,5
604,0,0,1,1,1,0,1,0,0,1,-1
605,1,0,1,1,1,0,1,0,0,1,-1
606,0,1,1,1,1,0,1,0,0,1,-1
607,1,1,1,1,1,0,1,0,0,1,5
608,0,0,0,0,0,1,1,0,0,1,2
609,1,0,0,0,0,1,1,0,0,1,-1
610,0,1,0,0,0,1,1,0,0,1,-1
611,1,1,0,0,0,1,1,0,0,1,-1
612,0,0,1,0,0,1,1,0,0,1,-1
613,1,0,1,0,0,1,1,0,0,1,-1
614,0,1,1,0,0,1,1,0,0,1,-1
615,1,1,1,0,0,1,1,0,0,1,-1
616,0,0,0,1,0,1,1,0,0,1,-1
617,1,0,0,1,0,1,1,0,0,1,-1
618,0,1,0,1,0,1,1,0,0,1,-1
619,1,1,0,1,0,1,1,0,0,1,-1
620,0,0,1,1,0,1,1,0,0,1,-1
621,1,0,1,1,0,1,1,0,0,1,-1
622,0,1,1,1,0,1,1,0,0,1,-1
623,1,1,1,1,0,1,1,0,0,1,-1
624,0,0,0,0,1,1,1,0,0,1,-1
625,1,0,0,0,1,1,1,0,0,1,-1
626,0,1,0,0,1,1,1,0,0,1,-1
627,1,1,0,0,1,1,1,0,0,1,-1
628,0,0,1,0,1,1,1,0,0,1,-1
629,1,0,1,0,1,1,1,0,0,1,-1
630,0,1,1,0,1,1,1,0,0,1,-1
631,1,1,1,0,1,1,1,0,0,1,-1
632,0,0,0,1,1,1,1,0,0,1,-1
633,1,0,0,1,1,1,1,0,0,1,-1
634,0,1,0,1,1,1,1,0,0,1,-1
635,1,1,0,1,1,1,1,0,0,1,-1
636,0,0,1,1,1,1,1,0,0,1,-1
637,1,0,1,1,1,1,1,0,0,1,-1
638,0,1,1,1,1,1,1,0,0,1,-1
639,1,1,1,1,1,1,1,0,0,1,-1
640,0,0,0,0,0,0,0,1,0,1,2
641,1,0,0,0,0,0,0,1,0,1,-1
642,0,1,0,0,0,0,0,1,0,1,-1
643,1,1,0,0,0,0,0,1,0,1,-1
644,0,0,1,0,0,0,0,1,0,1,-1
645,1,0,1,0,0,0,0,1,0,1,-1
646,0,1,1,0,0,0,0,1,0,1,-1
647,1,1,1,0,0,0,0,1,0,1,4
648,0,0,0,1,0,0,0,1,0,1,-1
649,1,0,0,1,0,0,0,1,0,1,-1
650,0,1,0,1,0,0,0,1,0,1,-1
651,1,1,0,1,0,0,0,1,0,1,-1
652,0,0,1,1,0,0,0,1,0,1,-1
653,1,0,1,1,0,0,0,1,0,1,-1
654,0,1,1,1,0,0,0,1,0,1,-1
655,1,1,1,1,0,0,0,1,0,1,5
656,0,0,0,0,1,0,0,1,0,1,-1
657,1,0,0,0,1,0,0,1,0,1,-1
658,0,1,0,0,1,0,0,1,0,1,-1
659,1,1,0,0,1,0,0,1,0,1,-1
660,0,0,1,0,1,0,0,1,0,1,-1
661,1,0,1,0,1,0,0,1,0,1,-1
662,0,1,1,0,1,0,0,1,0,1,-1
663,1,1,1,0,1,0,0,1,0,1,5
664,0,0,0,1,1,0,0,1,0,1,-1
665,1,0,0,1,1,0,0,1,0,1,5
666,0,1,0,1,1,0,0,1,0,1,5
667,1,1,0,1,1,0,0,1,0,1,-1
668,0,0,1,1,1,0,0,1,0,1,-1
669,1,0,1,1,1,0,0,1,0,1,5
670,0,1,1,1,1,0,0,1,0,1,5
671,1,1,1,1,1,0,0,1,0,1,5
672,0,0,0,0,0,1,0,1,0,1,2
673,1,0,0,0,0,1,0,1,0,1,-1
674,0,1,0,0,0,1,0,1,0,1,-1
675,1,1,0,0,0,1,0,1,0,1,-1
676,0,0,1,0,0,1,0,1,0,1,-1
677,1,0,1,0,0,1,0,1,0,1,-1
678,0,1,1,0,0,1,0,1,0,1,-1
679,1,1,1,0,0,1,0,1,0,1,-1
680,0,0,0,1,0,1,0,1,0,1,-1
681,1,0,0,1,0,1,0,1,0,1,-1
682,0,1,0,1,0,1,0,1,0,1,-1
683,1,1,0,1,0,1,0,1,0,1,-1
684,0,0,1,1,0,1,0,1,0,1,-1
685,1,0,1,1,0,1,0,1,0,1,-1
686,0,1,1,1,0,1,0,1,0,1,-1
687,1,1,1,1,0,1,0,1,0,1,-1
688,0,0,0,0,1,1,0,1,0,1,-1
689,1,0,0,0,1,1,0,1,0,1,-1
690,0,1,0,0,1,1,0,1,0,1,-1
691,1,1,0,0,1,1,0,1,0,1,-1
692,0,0,1,0,1,1,0,1,0,1,-1
693,1,0,1,0,1,1,0,1,0,1,-1
694,0,1,1,0,1,1,0,1,0,1,-1
695,1,1,1,0,1,1,0,1,0,1,-1
696,0,0,0,1,1,1,0,1,0,1,-1
697,1,0,0,1,1,1,0,1,0,1,-1
698,0,1,0,1,1,1,0,1,0,1,-1
699,1,1,0,1,1,1,0,1,0,1,-1
700,0,0,1,1,1,1,0,1,0,1,-1
701,1,0,1,1,1,1,0,1,0,1,-1
702,0,1,1,1,1,1,0,1,0,1,-1
703,1,1,1,1,1,1,0,1,0,1,-1
704,0,0,0,0,0,0,1,1,0,1,2
705,1,0,0,0,0,0,1,1,0,1,-1
706,0,1,0,0,0,0,1,1,0,1,-1
707,1,1,0,0,0,0,1,1,0,1,-1
708,0,0,1,0,0,0,1,1,0,1,-1
709,1,0,1,0,0,0,1,1,0,1,-1
710,0,1,1,0,0,0,1,1,0,1,-1
711,1,1,1,0,0,0,1,1,0,1,-1
712,0,0,0,1,0,0,1,1,0,1,-1
713,1,0,0,1,0,0,1,1,0,1,-1
714,0,1,0,1,0,0,1,1,0,1,-1
715,1,1,0,1,0,0,1,1,0,1,-1
716,0,0,1,1,0,0,1,1,0,1,-1
717,1,0,1,1,0,0,1,1,0,1,-1
718,0,1,1,1,0,0,1,1,0,1,-1
719,1,1,1,1,0,0,1,1,0,1,-1
720,0,0,0,0,1,0,1,1,0,1,-1
721,1,0,0,0,1,0,1,1,0,1,-1
722,0,1,0,0,1,0,1,1,0,1,-1
723,1,1,0,0,1,0,1,1,0,1,-1
724,0,0,1,0,1,0,1,1,0,1,-1
725,1,0,1,0,1,0,1,1,0,1,-1
726,0,1,1,0,1,0,1,1,0,1,-1
727,1,1,1,0,1,0,1,1,0,1,-1
728,0,0,0,1,1,0,1,1,0,1,-1
729,1,0,0,1,1,0,1,1,0,1,4
730,0,1,0,1,1,0,1,1,0,1,-1
731,1,1,0,1,1,0,1,1,0,1,-1
732,0,0,1,1,1,0,1,1,0,1,-1
733,1,0,1,1,1,0,1,1,0,1,-1
734,0,1,1,1,1,0,1,1,0,1,-1
735,1,1,1,1,1,0,1,1,0,1,-1
736,0,0,0,0,0,1,1,1,0,1,2
737,1,0,0,0,0,1,1,1,0,1,2
738,0,1,0,0,0,1,1,1,0,1,-1
739,1,1,0,0,0,1,1,1,0,1,-1
740,0,0,1,0,0,1,1,1,0,1,-1
741,1,0,1,0,0,1,1,1,0,1,-1
742,0,1,1,0,0,1,1,1,0,1,-1
743,1,1,1,0,0,1,1,1,0,1,-1
744,0,0,0,1,0,1,1,1,0,1,-1
745,1,0,0,1,0,1,1,1,0,1,-1
746,0,1,0,1,0,1,1,1,0,1,-1
747,1,1,0,1,0,1,1,1,0,1,-1
748,0,0,1,1,0,1,1,1,0,1,-1
749,1,0,1,1,0,1,1,1,0,1,-1
750,0,1,1,1,0,1,1,1,0,1,-1
751,1,1,1,1,0,1,1,1,0,1,-1
752,0,0,0,0,1,1,1,1,0,1,-1
753,1,0,0,0,1,1,1,1,0,1,-1
754,0,1,0,0,1,1,1,1,0,1,-1
755,1,1,0,0,1,1,1,1,0,1,-1
756,0,0,1,0,1,1,1,1,0,1,-1
757,1,0,1,0,1,1,1,1,0,1,-1
758,0,1,1,0,1,1,1,1,0,1,-1
759,1,1,1,0,1,1,1,1,0,1,-1
760,0,0,0,1,1,1,1,1,0,1,-1
761,1,0,0,1,1,1,1,1,0,1,-1
762,0,1,0,1,1,1,1,1,0,1,-1
763,1,1,0,1,1,1,1,1,0,1,-1
764,0,0,1,1,1,1,1,1,0,1,-1
765,1,0,1,1,1,1,1,1,0,1,-1
766,0,1,1,1,1,1,1,1,0,1,-1
767,1,1,1,1,1,1,1,1,0,1,-1
768,0,0,0,0,0,0,0,0,1,1,2
769,1,0,0,0,0,0,0,0,1,1,-1
770,0,1,0,0,0,0,0,0,1,1,-1
771,1,1,0,0,0,0,0,0,1,1,-1
772,0,0,1,0,0,0,0,0,1,1,-1
773,1,0,1,0,0,0,0,0,1,1,-1
774,0,1,1,0,0,0,0,0,1,1,-1
775,1,1,1,0,0,0,0,0,1,1,-1
776,0,0,0,1,0,0,0,0,1,1,-1
777,1,0,0,1,0,0,0,0,1,1,-1
778,0,1,0,1,0,0,0,0,1,1,-1
779,1,1,0,1,0,0,0,0,1,1,-1
780,0,0,1,1,0,0,0,0,1,1,-1
781,1,0,1,1,0,0,0,0,1,1,-1
782,0,1,1,1,0,0,0,0,1,1,-1
783,1,1,1,1,0,0,0,0,1,1,-1
784,0,0,0,0,1,0,0,0,1,1,-1
785,1,0,0,0,1,0,0,0,1,1,-1
786,0,1,0,0,1,0,0,0,1,1,-1
787,1,1,0,0,1,0,0,0,1,1,-1
788,0,0,1,0,1,0,0,0,1,1,-1
789,1,0,1,0,1,0,0,0,1,1,-1
790,0,1,1,0,1,0,0,0,1,1,-1
791,1,1,1,0,1,0,0,0,1,1,-1
792,0,0,0,1,1,0,0,0,1,1,-1
793,1,0,0,1,1,0,0,0,1,1,-1
794,0,1,0,1,1,0,0,0,1,1,-1
795,1,1,0,1,1,0,0,0,1,1,-1
796,0,0,1,1,1,0,0,0,1,1,-1
797,1,0,1,1,1,0,0,0,1,1,5
798,0,1,1,1,1,0,0,0,1,1,-1
799,1,1,1,1,1,0,0,0,1,1,5
800,0,0,0,0,0,1,0,0,1,1,2
801,1,0,0,0,0,1,0,0,1,1,-1
802,0,1,0,0,0,1,0,0,1,1,-1
803,1,1,0,0,0,1,0,0,1,1,-1
804,0,0,1,0,0,1,0,0,1,1,-1
805,1,0,1,0,0,1,0,0,1,1,-1
806,0,1,1,0,0,1,0,0,1,1,-1
807,1,1,1,0,0,1,0,0,1,1,-1
808,0,0,0,1,0,1,0,0,1,1,-1
809,1,0,0,1,0,1,0,0,1,1,-1
810,0,1,0,1,0,1,0,0,1,1,-1
811,1,1,0,1,0,1,0,0,1,1,-1
812,0,0,1,1,0,1,0,0,1,1,-1
813,1,0,1,1,0,1,0,0,1,1,-1
814,0,1,1,1,0,1,0,0,1,1,-1
815,1,1,1,1,0,1,0,0,1,1,-1
816,0,0,0,0,1,1,0,0,1,1,-1
817,1,0,0,0,1,1,0,0,1,1,-1
818,0,1,0,0,1,1,0,0,1,1,-1
819,1,1,0,0,1,1,0,0,1,1,-1
820,0,0,1,0,1,1,0,0,1,1,-1
821,1,0,1,0,1,1,0,0,1,1,-1
822,0,1,1,0,1,1,0,0,1,1,-1
823,1,1,1,0,1,1,0,0,1,1,-1
824,0,0,0,1,1,1,0,0,1,1,-1
825,1,0,0,1,1,1,0,0,1,1,-1
826,0,1,0,1,1,1,0,0,1,1,-1
827,1,1,0,1,1,1,0,0,1,1,-1
828,0,0,1,1,1,1,0,0,1,1,-1
829,1,0,1,1,1,1,0,0,1,1,-1
830,0,1,1,1,1,1,0,0,1,1,-1
831,1,1,1,1,1,1,0,0,1,1,-1
832,0,0,0,0,0,0,1,0,1,1,2
833,1,0,0,0,0,0,1,0,1,1,-1
834,0,1,0,0,0,0,1,0,1,1,-1
835,1,1,0,0,0,0,1,0,1,1,-1
836,0,0,1,0,0,0,1,0,1,1,-1
837,1,0,1,0,0,0,1,0,1,1,-1
838,0,1,1,0,0,0,1,0,1,1,-1
839,1,1,1,0,0,0,1,0,1,1,-1
840,0,0,0,1,0,0,1,0,1,1,-1
841,1,0,0,1,0,0,1,0,1,1,-1
842,0,1,0,1,0,0,1,0,1,1,-1
843,1,1,0,1,0,0,1,0,1,1,-1
844,0,0,1,1,0,0,1,0,1,1,-1
845,1,0,1,1,0,0,1,0,1,1,-1
846,0,1,1,1,0,0,1,0,1,1,-1
847,1,1,1,1,0,0,1,0,1,1,-1
848,0,0,0,0,1,0,1,0,1,1,-1
849,1,0,0,0,1,0,1,0,1,1,-1
850,0,1,0,0,1,0,1,0,1,1,-1
851,1,1,0,0,1,0,1,0,1,1,-1
852,0,0,1,0,1,0,1,0,1,1,-1
853,1,0,1,0,1,0,1,0,1,1,-1
854,0,1,1,0,1,0,1,0,1,1,-1
855,1,1,1,0,1,0,1,0,1,1,-1
856,0,0,0,1,1,0,1,0,1,1,-1
857,1,0,0,1,1,0,1,0,1,1,-1
858,0,1,0,1,1,0,1,0,1,1,-1
859,1,1,0,1,1,0,1,0,1,1,-1
860,0,0,1,1,1,0,1,0,1,1,-1
861,1,0,1,1,1,0,1,0,1,1,-1
862,0,1,1,1,1,0,1,0,1,1,-1
863,1,1,1,1,1,0,1,0,1,1,4
864,0,0,0,0,0,1,1,0,1,1,2
865,1,0,0,0,0,1,1,0,1,1,-1
866,0,1,0,0,0,1,1,0,1,1,-1
867,1,1,0,0,0,1,1,0,1,1,-1
868,0,0,1,0,0,1,1,0,1,1,-1
869,1,0,1,0,0,1,1,0,1,1,-1
870,0,1,1,0,0,1,1,0,1,1,-1
871,1,1,1,0,0,1,1,0,1,1,-1
872,0,0,0,1,0,1,1,0,1,1,-1
873,1,0,0,1,0,1,1,0,1,1,-1
874,0,1,0,1,0,1,1,0,1,1,-1
875,1,1,0,1,0,1,1,0,1,1,-1
876,0,0,1,1,0,1,1,0,1,1,-1
877,1,0,1,1,0,1,1,0,1,1,-1
878,0,1,1,1,0,1,1,0,1,1,-1
879,1,1,1,1,0,1,1,0,1,1,-1
880,0,0,0,0,1,1,1,0,1,1,-1
881,1,0,0,0,1,1,1,0,1,1,-1
882,0,1,0,0,1,1,1,0,1,1,-1
883,1,1,0,0,1,1,1,0,1,1,-1
884,0,0,1,0,1,1,1,0,1,1,-1
885,1,0,1,0,1,1,1,0,1,1,-1
886,0,1,1,0,1,1,1,0,1,1,-1
887,1,1,1,0,1,1,1,0,1,1,-1
888,0,0,0,1,1,1,1,0,1,1,-1
889,1,0,0,1,1,1,1,0,1,1,-1
890,0,1,0,1,1,1,1,0,1,1,-1
891,1,1,0,1,1,1,1,0,1,1,-1
892,0,0,1,1,1,1,1,0,1,1,-1
893,1,0,1,1,1,1,1,0,1,1,-1
894,0,1,1,1,1,1,1,0,1,1,-1
895,1,1,1,1,1,1,1,0,1,1,-1
896,0,0,0,0,0,0,0,1,1,1,2
897,1,0,0,0,0,0,0,1,1,1,-1
898,0,1,0,0,0,0,0,1,1,1,-1
899,1,1,0,0,0,0,0,1,1,1,-1
900,0,0,1,0,0,0,0,1,1,1,-1
901,1,0,1,0,0,0,0,1,1,1,-1
902,0,1,1,0,0,0,0,1,1,1,-1
903,1,1,1,0,0,0,0,1,1,1,4
904,0,0,0,1,0,0,0,1,1,1,-1
905,1,0,0,1,0,0,0,1,1,1,-1
906,0,1,0,1,0,0,0,1,1,1,-1
907,1,1,0,1,0,0,0,1,1,1,-1
908,0,0,1,1,0,0,0,1,1,1,-1
909,1,0,1,1,0,0,0,1,1,1,-1
910,0,1,1,1,0,0,0,1,1,1,-1
911,1,1,1,1,0,0,0,1,1,1,-1
912,0,0,0,0,1,0,0,1,1,1,-1
913,1,0,0,0,1,0,0,1,1,1,-1
914,0,1,0,0,1,0,0,1,1,1,-1
915,1,1,0,0,1,0,0,1,1,1,-1
916,0,0,1,0,1,0,0,1,1,1,-1
917,1,0,1,0,1,0,0,1,1,1,-1
918,0,1,1,0,1,0,0,1,1,1,-1
919,1,1,1,0,1,0,0,1,1,1,-1
920,0,0,0,1,1,0,0,1,1,1,-1
921,1,0,0,1,1,0,0,1,1,1,-1
922,0,1,0,1,1,0,0,1,1,1,4
923,1,1,0,1,1,0,0,1,1,1,-1
924,0,0,1,1,1,0,0,1,1,1,-1
925,1,0,1,1,1,0,0,1,1,1,-1
926,0,1,1,1,1,0,0,1,1,1,-1
927,1,1,1,1,1,0,0,1,1,1,4
928,0,0,0,0,0,1,0,1,1,1,2
929,1,0,0,0,0,1,0,1,1,1,-1
930,0,1,0,0,0,1,0,1,1,1,-1
931,1,1,0,0,0,1,0,1,1,1,-1
932,0,0,1,0,0,1,0,1,1,1,-1
933,1,0,1,0,0,1,0,1,1,1,-1
934,0,1,1,0,0,1,0,1,1,1,-1
935,1,1,1,0,0,1,0,1,1,1,-1
936,0,0,0,1,0,1,0,1,1,1,-1
937,1,0,0,1,0,1,0,1,1,1,-1
938,0,1,0,1,0,1,0,1,1,1,-1
939,1,1,0,1,0,1,0,1,1,1,-1
940,0,0,1,1,0,1,0,1,1,1,-1
941,1,0,1,1,0,1,0,1,1,1,-1
942,0,1,1,1,0,1,0,1,1,1,-1
943,1,1,1,1,0,1,0,1,1,1,-1
944,0,0,0,0,1,1,0,1,1,1,-1
945,1,0,0,0,1,1,0,1,1,1,-1
946,0,1,0,0,1,1,0,1,1,1,-1
947,1,1,0,0,1,1,0,1,1,1,-1
948,0,0,1,0,1,1,0,1,1,1,-1
949,1,0,1,0,1,1,0,1,1,1,-1
950,0,1,1,0,1,1,0,1,1,1,-1
951,1,1,1,0,1,1,0,1,1,1,-1
952,0,0,0,1,1,1,0,1,1,1,-1
953,1,0,0,1,1,1,0,1,1,1,-1
954,0,1,0,1,1,1,0,1,1,1,-1
955,1,1,0,1,1,1,0,1,1,1,-1
956,0,0,1,1,1,1,0,1,1,1,-1
957,1,0,1,1,1,1,0,1,1,1,-1
958,0,1,1,1,1,1,0,1,1,1,-1
959,1,1,1,1,1,1,0,1,1,1,-1
960,0,0,0,0,0,0,1,1,1,1,2
961,1,0,0,0,0,0,1,1,1,1,-1
962,0,1,0,0,0,0,1,1,1,1,-1
963,1,1,0,0,0,0,1,1,1,1,-1
964,0,0,1,0,0,0,1,1,1,1,-1
965,1,0,1,0,0,0,1,1,1,1,-1
966,0,1,1,0,0,0,1,1,1,1,-1
967,1,1,1,0,0,0,1,1,1,1,-1
968,0,0,0,1,0,0,1,1,1,1,3
969,1,0,0,1,0,0,1,1,1,1,-1
970,0,1,0,1,0,0,1,1,1,1,-1
971,1,1,0,1,0,0,1,1,1,1,-1
972,0,0,1,1,0,0,1,1,1,1,-1
973,1,0,1,1,0,0,1,1,1,1,-1
974,0,1,1,1,0,0,1,1,1,1,-1
975,1,1,1,1,0,0,1,1,1,1,-1
976,0,0,0,0,1,0,1,1,1,1,-1
977,1,0,0,0,1,0,1,1,1,1,-1
978,0,1,0,0,1,0,1,1,1,1,-1
979,1,1,0,0,1,0,1,1,1,1,-1
980,0,0,1,0,1,0,1,1,1,1,-1
981,1,0,1,0,1,0,1,1,1,1,-1
982,0,1,1,0,1,0,1,1,1,1,-1
983,1,1,1,0,1,0,1,1,1,1,-1
984,0,0,0,1,1,0,1,1,1,1,-1
985,1,0,0,1,1,0,1,1,1,1,-1
986,0,1,0,1,1,0,1,1,1,1,-1
987,1,1,0,1,1,0,1,1,1,1,-1
988,0,0,1,1,1,0,1,1,1,1,-1
989,1,0,1,1,1,0,1,1,1,1,-1
990,0,1,1,1,1,0,1,1,1,1,-1
991,1,1,1,1,1,0,1,1,1,1,-1
992,0,0,0,0,0,1,1,1,1,1,2
993,1,0,0,0,0,1,1,1,1,1,-1
994,0,1,0,0,0,1,1,1,1,1,-1
995,1,1,0,0,0,1,1,1,1,1,-1
996,0,0,1,0,0,1,1,1,1,1,-1
997,1,0,1,0,0,1,1,1,1,1,-1
998,0,1,1,0,0,1,1,1,1,1,-1
999,1,1,1,0,0,1,1,1,1,1,-1
1000,0,0,0,1,0,1,1,1,1,1,-1
1001,1,0,0,1,0,1,1,1,1,1,-1
1002,0,1,0,1,0,1,1,1,1,1,-1
1003,1,1,0,1,0,1,1,1,1,1,-1
1004,0,0,1,1,0,1,1,1,1,1,-1
1005,1,0,1,1,0,1,1,1,1,1,-1
1006,0,1,1,1,0,1,1,1,1,1,-1
1007,1,1,1,1,0,1,1,1,1,1,-1
1008,0,0,0,0,1,1,1,1,1,1,-1
1009,1,0,0,0,1,1,1,1,1,1,-1
1010,0,1,0,0,1,1,1,1,1,1,-1
1011,1,1,0,0,1,1,1,1,1,1,-1
1012,0,0,1,0,1,1,1,1,1,1,-1
1013,1,0,1,0,1,1,1,1,1,1,-1
1014,0,1,1,0,1,1,1,1,1,1,-1
1015,1,1,1,0,1,1,1,1,1,1,-1
1016,0,0,0,1,1,1,1,1,1,1,-1
1017,1,0,0,1,1,1,1,1,1,1,-1
1018,0,1,0,1,1,1,1,1,1,1,-1
1019,1,1,0,1,1,1,1,1,1,1,-1
1020,0,0,1,1,1,1,1,1,1,1,-1
1021,1,0,1,1,1,1,1,1,1,1,-1
1022,0,1,1,1,1,1,1,1,1,1,-1
1023,1,1,1,1,1,1,1,1,1,1,-1
