cortege,setting,opp_valence,chosen
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a13
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",human,con,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,pro,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a7,a13,a11)",unknown,none,a7
"(a13,a11,a9)",human,pro,a9
"(a7,a13,a11)",unknown,none,a7
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a7,a13,a11)",llm,con,a7
"(a7,a13,a11)",unknown,none,a7
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a11
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a11
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a11
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a11
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a11
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,pro,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,pro,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a11
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",human,con,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a11
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,pro,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,pro,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a13
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",unknown,none,a13
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",llm,con,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",llm,con,a11
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
"(a13,a11,a9)",unknown,none,a9
